SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,1,1,0.793376301631417,1,1,0.4726560969988411,1.02840004753456,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,1,1,0.032502138548449945,1,1,0.1349576782364254,0.10034970281876684,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,0,1,-0.9819967455621728,1,0,0.4761335406703078,-0.7047236317660686,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,-0.7790969687400482,1,1,-0.6084425021970854,-0.7794626708237069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,1,1,-0.5761971919179237,1,0,0.2728962772045973,-0.3781186477715708,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,-0.8805468571511105,1,0,0.3065115660287739,-0.650445494701646,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
0,0,0,0.9455511342480104,1,0,0.7091222666585649,1.3603526944129005,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,1,0,2.1122248509752266,1,0,0.4382680429143388,2.2606323821143977,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1
0,1,0,-0.4240223593013303,1,1,0.12220705144104767,-0.26000839558885813,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
0,0,0,-1.0327216897677038,0,1,0.1376623566475658,-0.7970894397298023,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
0,1,0,0.23540191537057448,1,0,-0.675673079845438,-0.1903605367827438,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,-0.8805468571511105,0,1,0.3590596037309347,-0.6525999488131222,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,1.1484509110701349,1,1,-1.7447938175063131,-0.6070165729843001,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,1,1,0.7426513574258858,1,0,-0.0006626249507692623,0.5947328007444731,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,-1.0834466339732352,1,1,0.2937609392333967,-0.8123950408134143,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
0,0,0,-0.322572470890268,1,0,1.4648866912572893,0.31936022255561436,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1
0,1,0,1.9600500183586334,1,1,1.2639677235725573,3.01892969663013,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0
0,1,0,-1.1848965223842973,1,0,-0.05552895843390784,-0.9514727481881721,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1,0,0,0.032502138548449945,1,1,-1.679881535638938,-0.8281302503061602,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1
0,0,0,-0.1703976382736746,1,0,-1.7447938175063131,-0.9086593847883907,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
0,1,0,-1.2356214665898284,1,0,0.9424973752769849,-0.8845115449555951,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0,-1.0834466339732352,1,1,0.9919543519378421,-0.7402336522105778,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
0,0,0,-0.4747473035068614,0,1,-0.9190941368480949,-0.7174644065264948,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,1,-1.2863464107953595,1,1,0.27907839928720435,-1.0106561155956877,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,1.4528005763033218,1,1,1.5862108371284547,2.744467631786002,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,0,-0.5254722477123925,1,0,-1.7285657470394693,-0.9805001701008289,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,1,1,1.3006257436867283,1,1,-0.2197415762531604,0.8613336729080356,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,1.3006257436867283,0,1,0.9061774080416678,1.9026980445821835,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
0,0,1,-1.3370713550008908,1,1,-1.7447938175063131,-1.19669579294798,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
0,1,0,-1.2356214665898284,0,0,0.1751414717733716,-0.9725684446963765,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
0,0,0,-0.322572470890268,1,0,-0.35613464470068085,-0.3572089011717973,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
0,0,1,-0.22112258247920574,1,0,0.3683327868548452,-0.003660416652231235,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,1,1,-0.1703976382736746,1,1,-0.21626413258169375,-0.22049083401437067,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,1,0,-0.5761971919179237,1,0,-0.106145082985254,-0.504667178557565,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,1.1484509110701349,1,1,0.7017809966854686,1.5326705509361478,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0.5397515806037613,1,1,0.852083839818855,1.0214878405935737,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
0,0,0,-0.2718475266847369,1,0,-1.7362933996427283,-0.9518061756101862,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1
0,1,0,0.032502138548449945,1,1,1.3458808411671017,0.7170108957023626,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
0,1,0,2.1122248509752266,1,1,0.12568449511251434,1.8584740267046505,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
1,1,1,-0.4240223593013303,1,1,1.3254025617684653,0.16141180550801615,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0.33685180378163676,1,0,0.11795684250925527,0.3194948759375817,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,2.1122248509752266,1,1,-1.7447938175063131,-0.37729790334815116,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
0,0,0,-0.06894774986261233,1,1,-0.31054149434145306,-0.21897758648369103,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,-0.5254722477123925,0,1,0.6221861748719019,-0.21479691957689795,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0,1,1,-0.5254722477123925,0,0,0.3107617749605663,-0.3089773421642857,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,0,1,-0.5254722477123925,1,1,0.9011544338495497,-0.11320414891550276,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
1,0,0,-1.1341715781787662,1,0,0.5765930245126738,-0.8269504301974947,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,-0.322572470890268,1,1,-0.06480214155781865,-0.28714425808816535,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
0,1,0,0.23540191537057448,1,0,-1.5392382582596251,-0.716137108904246,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
0,1,0,-0.4747473035068614,1,0,0.3022613570969815,-0.27823148661509417,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0
0,0,1,2.1122248509752266,1,0,-0.6153973895400184,0.9640742033490565,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,-1.0834466339732352,1,1,-0.12005485767112009,-0.9378150480172069,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0,1,1,0.23540191537057448,1,1,1.1963507632940413,0.8836797222487931,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
0,1,0,0.9455511342480104,1,1,-1.6563121951989983,-0.5642032095845188,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
0,0,0,0.5904765248092925,1,1,-1.6621079346514422,-0.6700728281398265,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,1,-0.018222805657081193,1,1,-1.715815120244092,-0.873425083173624,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
0,1,1,0.23540191537057448,1,0,-1.6451070989242729,-0.7262553487492146,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1
0,1,1,-1.438521243411953,0,1,0.23232610103748796,-1.1267914515095472,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,1,0.6919264132203548,1,0,0.054590091162531905,0.6147063857362833,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0.4890266363982302,1,0,0.8509246919283667,0.9721085218064366,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,1.858600129947571,1,1,0.30496603550812185,1.8299788062540543,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,1,0,0.8948261900424792,1,0,0.40040254515836976,1.0228087261500145,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
0,1,1,-1.2863464107953595,1,0,-0.5041191920530895,-1.0584580661940657,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0,1,1,1.4020756320977905,1,1,1.0139781618571304,2.082415425047823,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
0,0,0,-0.06894774986261233,1,1,0.8030132457881609,0.3316200923804431,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
0,1,1,2.1122248509752266,0,0,-1.7447938175063131,-0.4023754927231018,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
0,1,0,-1.0327216897677038,1,1,0.0951602673296418,-0.7963584642276943,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,1,-0.5761971919179237,0,1,1.0533891901337509,-0.16256423150521623,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
0,1,1,0.7426513574258858,1,1,-1.6393113594718287,-0.6170322197763412,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
0,0,0,0.8948261900424792,1,0,0.7520107386066521,1.341873120754346,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1
0,0,0,-0.22112258247920574,1,0,-0.2869721539015133,-0.3149854478263488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
0,1,1,-0.677647080328986,1,1,0.18402827226711957,-0.5228197368599136,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
0,0,0,-0.7283720245345171,1,1,-0.37390824568817643,-0.6822685773065756,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,1,0,-0.7283720245345171,1,1,-0.31285979012243054,-0.6745740983370179,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0,0,0,-1.1341715781787662,0,1,0.4997028811102475,-0.8194675493995996,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
0,1,0,1.7571502415365088,1,1,-0.17801225219556216,1.2227177018449347,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,1,-1.0834466339732352,1,1,1.3594042332228051,-0.6640454862803394,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,-1.1341715781787662,1,0,0.8281281167487526,-0.8025332836007644,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
0,0,0,-1.0327216897677038,1,1,-1.73127042545061,-1.151080356790118,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
1,0,0,-0.9312718013566417,1,1,-1.7447938175063131,-1.098373175848647,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
1,1,1,0.13395202695951222,1,0,1.5147300505483097,0.9361111843605217,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
0,0,1,-1.1341715781787662,1,1,-0.29895001543656446,-0.901869007097756,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0.9455511342480104,1,1,-0.3155644685335712,0.49676284726457803,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,0,-1.0834466339732352,1,0,-1.6304245589780806,-1.1081323400083696,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
0,0,1,0.43830169219269904,1,0,0.04338499488780674,0.4048971804338656,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,0,0,-0.4747473035068614,1,0,-1.5759446081251052,-0.9179055836834761,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,0,0,-0.06894774986261233,1,1,-1.7131104418329515,-0.8670643138921228,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
0,0,0,-0.8805468571511105,1,1,-0.32136020798601533,-0.770139527138926,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,1,0,-0.4240223593013303,0,1,0.4475412260382493,-0.16530859567102515,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,0,0,-0.2718475266847369,0,1,1.330425535960584,0.31802010080174964,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0,0.8948261900424792,1,1,-0.09030339514857304,0.6322113253920275,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
0,0,0,-0.8298219129455794,1,1,0.2929881739730704,-0.5763091898299564,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0.13395202695951222,1,1,-0.2008088273751759,-0.006404780818040175,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
0,0,1,0.032502138548449945,1,1,-0.21896881099283438,-0.0790919588171297,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,1,2.1122248509752266,1,1,0.7612839217305626,2.6357125836171096,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
0,0,0,-0.677647080328986,1,1,0.8714029713270024,-0.26748486432094504,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,2.1122248509752266,1,1,0.05845391746416171,1.8053372373540457,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.33685180378163676,1,1,0.13998065242854354,0.35106788797600047,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,1,0,-1.3370713550008908,1,1,0.5155445689469282,-1.0275134366048273,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,-1.0327216897677038,1,0,0.795671975815065,-0.7125014675911299,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
0,0,0,-1.2356214665898284,1,1,0.5785249376634884,-0.9235097291996374,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
0,1,0,-1.1848965223842973,1,0,0.5321590220439352,-0.9110254370715298,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,1,1.554250464714384,1,1,0.9042454948908533,2.1639384297302877,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,-0.322572470890268,1,0,0.8014677152675094,0.05872898365926692,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
1,0,0,-0.8298219129455794,0,0,-1.7447938175063131,-1.0612280786231065,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
0,0,1,-1.0834466339732352,1,1,0.8965178422875941,-0.7337189933496856,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
0,0,1,1.1991758552756662,1,1,-1.7447938175063131,-0.6050480687812548,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,1,0,-0.677647080328986,1,1,1.0700036432307574,-0.25936718900806166,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
0,0,0,-0.1703976382736746,1,0,0.2087567605975482,-0.04687774019791427,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,0,0,0.33685180378163676,1,0,-1.7447938175063131,-0.7833483827033336,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
0,0,0,0.08322708275398108,1,0,-0.010708573335005814,0.06705825714381326,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,1,1.0470010226590727,1,1,0.3428315332640908,1.10681961236597,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
0,0,0,1.1991758552756662,0,1,0.16007254919701666,1.1051652993875152,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
0,0,1,1.4020756320977905,1,1,0.1844146548972827,1.295815252055734,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
0,1,1,-1.438521243411953,1,1,0.9193144174672082,-1.1163461963083725,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,0,0,-1.5399711318230154,1,1,0.11872960776958157,-1.2318018532465875,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
1,0,1,0.032502138548449945,1,1,0.6813027172868328,0.3625198375090258,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,0.13395202695951222,1,1,0.8091953678707678,0.5774394592603916,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,0.23540191537057448,1,1,1.1600307960587244,0.8607565869853188,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0.5397515806037613,1,1,0.2215073873929254,0.5946237956257376,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,-0.11967269406814346,1,1,0.882608067601728,0.35251701484860065,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,1,1,-0.7790969687400482,1,0,0.49081608061649956,-0.5059495917191581,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,-1.1341715781787662,1,0,0.8308327951598931,-0.8018984890857759,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
0,0,0,0.793376301631417,1,0,-1.7447938175063131,-0.7190545988468701,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
1,1,0,-1.1341715781787662,1,1,1.0993687231231415,-0.7575398178262751,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1
0,1,0,1.503525520508853,1,0,-0.23635602935016714,0.9951791345834942,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,1.0977259668646038,1,1,0.7547154170177924,1.5254698010338035,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
0,0,0,-0.06894774986261233,1,1,-1.5952637396332525,-0.8254115344035831,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
0,1,0,-0.7283720245345171,1,1,0.3223532538654546,-0.4975177251816842,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1,0,1,-1.2863464107953595,1,0,0.5294543436327943,-0.9710487850998887,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0,0,0,-1.3370713550008908,1,0,1.313811082863577,-0.9671181887596063,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
0,1,0,2.1122248509752266,1,1,0.5746611113618592,2.378864463547462,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,1,1,1.1991758552756662,0,1,0.1511857487032687,1.0758942189741556,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1
0,0,0,-0.4747473035068614,1,1,-1.6362202984305252,-0.940373462274585,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
0,0,1,0.8441012458369481,1,1,0.8462881003664111,1.3258429562344338,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0,1,0,0.18467697116504336,1,1,-0.4438435017476697,-0.11893012368201542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0.4890266363982302,1,1,0.36215066477223823,0.6482479019777477,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0,1,0,-0.4747473035068614,1,0,0.6415053063800492,-0.20037618357478498,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,1,1,0.7426513574258858,0,0,1.644168231652897,1.8303250578076844,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1
0,1,1,0.13395202695951222,1,1,1.2554673057089725,0.7664928075424275,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
0,1,1,-0.6269221361234548,1,0,-0.0937808388200397,-0.5266477401472686,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
0,0,0,1.0470010226590727,1,0,0.7570337127987702,1.4766355078403433,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,-0.4240223593013303,1,0,0.4432910171064569,-0.1924957546967962,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0,0,0,2.1122248509752266,1,1,0.9707033072788801,2.8482661530853366,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,1,0,-0.8805468571511105,1,0,-1.5991275659348818,-1.043255058163381,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,1,0,0.33685180378163676,1,1,1.0568666338052175,0.9379963317080634,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0
